Timestamp,AirTemp,SurfaceWaterTemp,DeepWaterTemp,pH,DOC,Dissolved O2,WindSpeed,Ice Cover Fraction,Measured CH4 Flux
2022-01-06 02:00,-11.52,-2.50,5.52,7.53,86.22,7.74,2.86,1,0.001
2022-01-06 03:00,-12.67,-2.50,5.63,7.61,88.19,7.86,2.54,1,0.001
2022-01-06 04:00,-11.51,-2.50,5.47,7.36,88.25,8.91,3.92,1,0.001
2022-01-06 05:00,-8.3,-2.50,5.04,7.7,93.89,7.54,4.35,1,0.001
2022-01-06 06:00,-9.05,-2.50,5.42,7.71,82.41,7.4,3.68,1,0.001
2022-01-06 07:00,-12.24,-2.50,5.31,7.63,84.69,9.01,2.28,1,0.001
2022-01-06 08:00,-12.9,-2.50,6.58,7.57,88.68,8.93,2.8,1,0.001
2022-01-06 09:00,-12.04,-2.50,6.09,7.77,87.67,9.25,1.38,1,0.001
2022-01-06 10:00,-13.08,-2.50,5.86,7.52,90.91,8.19,5.04,1,0.001
2022-01-06 11:00,-8.04,-2.50,6.88,7.53,90.83,8.44,6.15,1,0.001
2022-01-06 12:00,-10.09,-2.50,5.15,7.47,84.67,8.66,4.74,1,0.001
2022-01-06 13:00,-10.53,-2.50,6.23,7.6,88.31,7.73,3.23,1,0.00103
2022-01-06 14:00,-12.83,-2.50,4.38,7.57,83.52,8.68,4.17,1,0.001
2022-01-06 15:00,-11.5,-2.50,6.49,7.59,85.23,8.02,2.31,1,0.001
2022-01-06 16:00,-10.22,-2.50,5.96,7.51,89.5,8.56,4.64,1,0.001
2022-01-06 17:00,-12.37,-2.50,5.89,7.6,90.38,8.11,3.91,1,0.001
2022-01-06 18:00,-10.57,-2.50,5.59,7.55,91.54,7.17,6.92,1,0.001
2022-01-06 19:00,-10.4,-2.50,6.05,7.47,82.83,8.27,5,1,0.001
2022-01-06 20:00,-9.19,-2.50,5.09,7.56,89.91,8.57,0,1,0.001
2022-01-06 21:00,-7.17,-2.50,5.54,7.73,85.71,7.95,5.32,1,0.001
2022-01-06 22:00,-10.72,-2.50,6.05,7.54,88.58,8.96,5.82,1,0.001
2022-01-06 23:00,-9.49,-2.50,5.52,7.46,87.94,8.55,4.84,1,0.001
2022-01-07 00:00,-9.1,-2.50,5.41,7.62,86.52,8.7,2.5,1,0.001
2022-01-07 01:00,-12.87,-2.50,4.53,7.58,88.12,8.24,1.37,1,0.001
2022-01-07 02:00,-10.37,-2.50,5.61,7.54,82.68,8.8,3.86,1,0.001
2022-01-07 03:00,-7.11,-2.50,4.95,7.67,86.14,7.98,2.74,1,0.001
2022-01-07 04:00,-10.87,-2.50,5.78,7.42,87.52,8.19,4.93,1,0.001
2022-01-07 05:00,-14.27,-2.50,4.84,7.61,91.74,8,6.68,1,0.001
2022-01-07 06:00,-12.17,-2.50,5.43,7.6,85.09,7.73,4.07,1,0.001
2022-01-07 07:00,-6.35,-2.50,5.33,7.65,86.92,7.77,3.33,1,0.001
2022-01-07 08:00,-12.04,-2.50,5.7,7.52,87.08,8.25,3.73,1,0.001
2022-01-07 09:00,-13.03,-2.50,5.39,7.61,91.99,9.1,5.06,1,0.001
2022-01-07 10:00,-7.93,-2.50,5.6,7.51,87.84,7.83,2.23,1,0.001
2022-01-07 11:00,-11.62,-2.50,4.55,7.52,87.92,8.46,4.34,1,0.001
2022-01-07 12:00,-8.51,-2.50,5.11,7.63,83.84,9.06,5.1,1,0.001
2022-01-07 13:00,-12.78,-2.50,5.12,7.6,89.06,8.03,3.96,1,0.001
2022-01-07 14:00,-11.52,-2.50,5.66,7.53,86.25,8.65,2.61,1,0.001
2022-01-07 15:00,-13.23,-2.50,5.88,7.76,88.96,8.57,6.54,1,0.001
2022-01-07 16:00,-10.36,-2.50,6.18,7.57,87.51,8.6,4.31,1,0.001
2022-01-07 17:00,-12.46,-2.50,6.08,7.49,88.89,8.41,4.98,1,0.001
2022-01-07 18:00,-9.02,-2.50,5.57,7.56,90.53,8.47,3.23,1,0.001
2022-01-07 19:00,-9.09,-2.50,4.72,7.51,88.39,7.85,1.08,1,0.001
2022-01-07 20:00,-8.63,-2.50,6.37,7.65,88.45,7.66,5.66,1,0.001
2022-01-07 21:00,-13.56,-2.50,5.19,7.58,86.32,7.41,5.35,1,0.001
2022-01-07 22:00,-11.36,-2.50,5.27,7.66,83.72,7.8,1.4,1,0.001
2022-01-07 23:00,-13.08,-2.50,5.54,7.53,87.72,7.8,4.37,1,0.001
2022-01-08 00:00,-9.29,-2.50,5.52,7.59,87,9.94,5.43,1,0.001
2022-01-08 01:00,-9.59,-2.50,6.04,7.77,88.17,8.93,4.7,1,0.001
2022-01-08 02:00,-10.24,-2.50,5.04,7.74,80.66,7.41,3.9,1,0.001
2022-01-08 03:00,-6.47,-2.50,5.43,7.86,89.99,9.43,5.31,1,0.001
2022-01-08 04:00,-9.26,-2.50,5.14,7.42,82.94,9.23,4,1,0.001
2022-01-08 05:00,-13.21,-2.50,5.35,7.57,87.09,7.78,4.13,1,0.001
2022-01-08 06:00,-8,-2.50,5.96,7.6,87.6,8.86,4.6,1,0.001
2022-01-08 07:00,-10.24,-2.50,4.57,7.68,91.64,8.54,5.74,1,0.001
2022-01-08 08:00,-8.68,-2.50,5.95,7.64,86.87,7.82,3.72,1,0.001
2022-01-08 09:00,-7.73,-2.50,4.92,7.65,91.57,9.07,1.66,1,0.001
2022-01-08 10:00,-10.77,-2.50,4.92,7.74,90.83,8.91,6.8,1,0.001
2022-01-08 11:00,-11.88,-2.50,6.08,7.51,86.57,7.96,6.25,1,0.001
2022-01-08 12:00,-9.89,-2.50,4.3,7.63,85.74,8.8,1.78,1,0.0011
2022-01-08 13:00,-11.87,-2.50,5.85,7.47,87.5,9.06,2.89,1,0.001
2022-01-08 14:00,-11.64,-2.50,5.05,7.74,86.83,8.4,3.04,1,0.001
2022-01-08 15:00,-12.81,-2.50,5.85,7.63,93.67,7.65,6.99,1,0.001
2022-01-08 16:00,-11.22,-2.50,5.75,7.58,89.6,8.63,4.35,1,0.001
2022-01-08 17:00,-12.73,-2.50,5.38,7.84,86.3,7.85,4.62,1,0.001
2022-01-08 18:00,-10.61,-2.50,5.06,7.6,81.33,9.26,1.17,1,0.001
2022-01-08 19:00,-10.53,-2.50,5.83,7.51,87.48,7.46,1.46,1,0.001
2022-01-08 20:00,-14.73,-2.50,5.98,7.5,86.37,8.17,0.37,1,0.001
2022-01-08 21:00,-12.74,-2.50,4.98,7.7,85.7,8.31,3.89,1,0.001
2022-01-08 22:00,-10.41,-2.50,5.46,7.6,87.33,8.66,2.09,1,0.001
2022-01-08 23:00,-9.84,-2.50,5.15,7.68,84.08,8.87,3.07,1,0.001
2022-01-09 00:00,-12.42,-2.50,5.19,7.56,83.32,9,5.45,1,0.001
2022-01-09 01:00,-13.81,-2.50,6.19,7.61,81.3,8.64,2.99,1,0.001
2022-01-09 02:00,-12.2,-2.50,4.51,7.6,86.16,8.62,5.8,1,0.001
2022-01-09 03:00,-12.38,-2.50,4.93,7.38,85.07,9.36,3.82,1,0.001
2022-01-09 04:00,-12.78,-2.50,4.79,7.62,90.28,8.44,4.23,1,0.001
2022-01-09 05:00,-13,-2.50,4.49,7.58,85.71,8.35,6.02,1,0.001
2022-01-09 06:00,-12.8,-2.50,5.05,7.54,85.99,8.16,6.63,1,0.001
2022-01-09 07:00,-15.31,-2.50,4.43,7.48,91.15,7.91,5.93,1,0.001
2022-01-09 08:00,-10.65,-2.50,5.22,7.5,86.4,7.92,4.45,1,0.001
2022-01-09 09:00,-11.74,-2.50,5.29,7.51,88.54,9.47,4.77,1,0.001
2022-01-09 10:00,-12.01,-2.50,5.27,7.57,87.31,7.57,6.51,1,0.001
2022-01-09 11:00,-11.8,-2.50,5.05,7.59,86.84,7.88,6.35,1,0.001
2022-01-09 12:00,-10.43,-2.50,4.73,7.78,85.44,8.28,5.65,1,0.001
2022-01-09 13:00,-11.93,-2.50,5.48,7.53,85.16,7.63,4.43,1,0.001
2022-01-09 14:00,-12.96,-2.50,5.73,7.56,84.85,7.47,0.58,1,0.00107
2022-01-09 15:00,-6.19,-2.50,4.8,7.76,84.72,8.47,4.07,1,0.001
2022-01-09 16:00,-12.66,-2.50,4.38,7.69,86.05,7.97,3.5,1,0.001
2022-01-09 17:00,-13.44,-2.50,4.74,7.65,89.08,8.7,5.48,1,0.001
2022-01-09 18:00,-10.62,-2.50,4.94,7.45,84.84,8.58,1.82,1,0.001
2022-01-09 19:00,-10.22,-2.50,5.76,7.51,89.92,7.93,3.73,1,0.001
2022-01-09 20:00,-11.93,-2.50,5.25,7.46,87.17,7.41,2.91,1,0.001
2022-01-09 21:00,-12.9,-2.50,5.27,7.56,81.52,8.98,4.41,1,0.001
2022-01-09 22:00,-11.49,-2.50,5.26,7.53,82.63,7.93,3.81,1,0.001
2022-01-09 23:00,-12.32,-2.50,4.63,7.48,90.34,8.88,5.4,1,0.001
2022-01-10 00:00,-13.89,-2.50,4.68,7.74,82.22,8.78,4.57,1,0.001
2022-01-10 01:00,-12.51,-2.50,4.15,7.73,86.19,9.55,4.14,1,0.001
2022-01-10 02:00,-13.23,-2.50,6.42,7.66,90.25,9.13,4.32,1,0.001
2022-01-10 03:00,-15.2,-2.50,4.95,7.64,89.64,8.43,6.37,1,0.001
2022-01-10 04:00,-12.18,-2.50,5.13,7.71,85.6,7.98,4.82,1,0.001
2022-01-10 05:00,-9.98,-2.50,4.98,7.49,85.28,7.93,3.5,1,0.001
2022-01-10 06:00,-15.61,-2.50,4.33,7.5,90.66,8.72,5.07,1,0.001
2022-01-10 07:00,-12.9,-2.50,5.79,7.6,91.14,7.99,3.19,1,0.001
2022-01-10 08:00,-13.85,-2.50,5.56,7.62,86.85,8.38,5.29,1,0.001
2022-01-10 09:00,-12.59,-2.50,4.51,7.43,88.09,8.53,4.7,1,0.001
2022-01-10 10:00,-13.62,-2.50,4.02,7.68,89.52,8.14,3.74,1,0.001
2022-01-10 11:00,-10.18,-2.50,5.36,7.58,83.15,8.67,5.53,1,0.00114
2022-01-10 12:00,-12.52,-2.50,5.45,7.44,88.41,8.26,4.72,1,0.001
2022-01-10 13:00,-13.02,-2.50,4.36,7.63,84.01,8.87,4.55,1,0.001
2022-01-10 14:00,-11.13,-2.50,4.63,7.82,88.26,8.22,8.25,1,0.001
2022-01-10 15:00,-8.83,-2.50,4.44,7.55,87.51,8.03,5.01,1,0.001
2022-01-10 16:00,-11.15,-2.50,5.29,7.45,83.98,8.67,3.97,1,0.001
2022-01-10 17:00,-13.98,-2.50,4.39,7.63,87.99,8.41,2.45,1,0.001
2022-01-10 18:00,-11.6,-2.50,5.03,7.58,83.67,8.74,5.41,1,0.001
2022-01-10 19:00,-12.37,-2.50,4.7,7.73,92.23,8.51,1.14,1,0.001
2022-01-10 20:00,-11.02,-2.50,5.06,7.75,85.54,8.44,4.03,1,0.001
2022-01-10 21:00,-12.47,-2.50,5.43,7.64,84.6,9,3.91,1,0.001
2022-01-10 22:00,-14.12,-2.50,5.76,7.51,85.5,8.93,5.42,1,0.001
2022-01-10 23:00,-12.51,-2.50,5.41,7.58,80.97,8.79,1.76,1,0.001
2022-01-11 00:00,-13.29,-2.50,4.75,7.63,90.24,8.11,2.87,1,0.001
2022-01-11 01:00,-15.51,-2.50,5.19,7.4,84.57,8.41,4.02,1,0.001
2022-01-11 02:00,-9.31,-2.50,5.66,7.72,86.21,7.39,5.23,1,0.001
2022-01-11 03:00,-13.7,-2.50,5.17,7.72,86.43,8.41,3.31,1,0.001
2022-01-11 04:00,-15.35,-2.50,5.18,7.64,88.52,8.57,4.44,1,0.001
2022-01-11 05:00,-13.56,-2.50,4.76,7.58,88.18,8.57,5.5,1,0.001
2022-01-11 06:00,-14.72,-2.50,4.35,7.64,82.1,8.26,3.42,1,0.001
2022-01-11 07:00,-13.71,-2.50,4.88,7.57,83.9,9.49,4.29,1,0.001
2022-01-11 08:00,-9.66,-2.50,5.06,7.64,91.09,7.88,3.83,1,0.001
2022-01-11 09:00,-9.38,-2.50,3.87,7.77,86.06,8.81,3.41,1,0.001
2022-01-11 10:00,-9.39,-2.50,4.68,7.59,90.24,9.09,5.75,1,0.001
2022-01-11 11:00,-15.56,-2.50,4.19,7.6,90.38,9.1,6.29,1,0.001
2022-01-11 12:00,-12.58,-2.50,4.46,7.5,90.02,8.69,5.53,1,0.001
2022-01-11 13:00,-13.86,-2.50,5.06,7.65,84.08,8.17,2.42,1,0.001
2022-01-11 14:00,-13.13,-2.50,5.86,7.55,96.6,8.36,4.74,1,0.001
2022-01-11 15:00,-11.37,-2.50,4.39,7.73,88.35,8.1,2.09,1,0.001
2022-01-11 16:00,-8.21,-2.50,5.22,7.62,87.73,8.36,3.52,1,0.001
2022-01-11 17:00,-14.2,-2.50,4.26,7.55,87.93,8.68,5.31,1,0.001
2022-01-11 18:00,-13.66,-2.50,5.1,7.74,84.4,8.6,8.19,1,0.001
2022-01-11 19:00,-13.24,-2.50,4.4,7.83,87.12,7.97,2.89,1,0.001
2022-01-11 20:00,-11.51,-2.50,5.32,7.55,87.75,8.68,1.15,1,0.001
2022-01-11 21:00,-13.53,-2.50,4.72,7.67,85.85,8.56,2.41,1,0.001
2022-01-11 22:00,-13.19,-2.50,4.16,7.46,81.79,8.5,3.54,1,0.001
2022-01-11 23:00,-14.73,-2.50,5.64,7.49,84.92,8.45,1.8,1,0.001
2022-01-12 00:00,-13.49,-2.50,4.27,7.64,84.97,9.05,5.14,1,0.001
2022-01-12 01:00,-14.61,-2.50,4.49,7.64,85.05,8.8,1.79,1,0.001
2022-01-12 02:00,-11.36,-2.50,4.31,7.57,84.41,8.68,4.49,1,0.001
2022-01-12 03:00,-12.35,-2.50,4.85,7.5,83.94,9.06,5.82,1,0.001
2022-01-12 04:00,-10.19,-2.50,4.49,7.36,86.2,8.1,2.09,1,0.001
2022-01-12 05:00,-9.67,-2.50,4.26,7.55,87.98,8.61,0.63,1,0.001
2022-01-12 06:00,-14.24,-2.50,4.43,7.63,87.23,8.52,4.36,1,0.001
2022-01-12 07:00,-13.25,-2.50,4.06,7.51,85.54,9.14,5.74,1,0.001
2022-01-12 08:00,-13.67,-2.50,4.26,7.55,85.21,9.38,4.24,1,0.001
2022-01-12 09:00,-12.13,-2.50,6.11,7.65,84.86,7.41,3.01,1,0.001
2022-01-12 10:00,-15.91,-2.50,5.36,7.69,85.53,9,3.95,1,0.001
2022-01-12 11:00,-16.03,-2.50,5.2,7.3,87.3,9.17,3.97,1,0.001
2022-01-12 12:00,-11.51,-2.50,4.62,7.38,87.82,8.89,1.64,1,0.001
2022-01-12 13:00,-15.33,-2.50,3.48,7.58,86.56,8.18,5.78,1,0.001
2022-01-12 14:00,-11.75,-2.50,5.29,7.66,84.87,8.29,2.3,1,0.001
2022-01-12 15:00,-14.75,-2.50,4.55,7.63,88.4,8.08,7.55,1,0.001
2022-01-12 16:00,-17.12,-2.50,5.37,7.5,93.56,8.55,3.59,1,0.001
2022-01-12 17:00,-9.18,-2.50,5.19,7.47,82.94,8.24,5.85,1,0.001
2022-01-12 18:00,-13.26,-2.50,5.48,7.58,86.12,8.54,2.55,1,0.001
2022-01-12 19:00,-13.71,-2.50,5.67,7.55,86.58,8.18,3.59,1,0.001
2022-01-12 20:00,-14.29,-2.50,5.16,7.69,85.68,8.83,6.07,1,0.001
2022-01-12 21:00,-16.62,-2.50,5.82,7.73,83.34,7.85,4.18,1,0.001
2022-01-12 22:00,-13.98,-2.50,4.63,7.55,86.67,8.9,5.16,1,0.001
2022-01-12 23:00,-13.66,-2.50,4.36,7.61,87.52,9.07,2.69,1,0.001
2022-01-13 00:00,-12.99,-2.50,5.1,7.64,85.19,8.29,3.78,1,0.001
2022-01-13 01:00,-15.39,-2.50,4.63,7.5,84.65,9.59,4.57,1,0.001
2022-01-13 02:00,-16.56,-2.50,4.35,7.62,85.26,7.85,4.31,1,0.001
2022-01-13 03:00,-15.34,-2.50,4.37,7.52,87.05,8.93,5.01,1,0.001
2022-01-13 04:00,-12.87,-2.50,4.65,7.55,88.36,8.86,1.94,1,0.001
2022-01-13 05:00,-14.84,-2.50,5.44,7.49,86.43,7.51,2.37,1,0.001
